timestamp,building_id,room_id,temperature_c,humidity_percent,energy_usage_kwh,water_usage_liters,occupancy_count,device_status,maintenance_issue_type,maintenance_frequency,maintenance_resolution_time,resident_feedback_score,complaint_count,predicted_energy_usage,predicted_maintenance_need,predicted_resident_satisfaction,recommended_action
06-05-2024 22:03,B2,R5,23.7,36.2,18.4,201.4,0,Malfunction,None,4,15.9,2.4,1,16.93474587,3.752470345,2.824696408,Increase Maintenance
26-02-2024 19:16,B2,R10,22.8,33,11.3,487.7,0,Off,HVAC,0,20.2,4.9,2,10.34620228,0,3.973326619,Adjust Temperature
19-02-2024 03:01,B1,R6,20.2,65.2,46.4,453.8,5,On,Plumbing,5,15.2,4,2,44.64927392,4.603343478,3.997952409,No Action
12-01-2024 12:32,B2,R5,19.2,55.9,42.7,204.9,4,Malfunction,None,1,21.4,1.1,0,45.41298567,0.97281862,1.197182831,Adjust Temperature
31-03-2024 17:45,B3,R6,22.7,57.3,25.2,167.3,2,Off,Plumbing,5,9.7,4.9,1,25.51007523,4.390029456,4.319744259,Monitor Device
12-04-2024 02:40,B2,R2,23.3,44.4,41.4,411.1,0,Malfunction,Electrical,0,12.4,2,2,39.56503047,0,2.248332961,No Action
19-05-2024 17:04,B1,R10,21.1,65,11.7,312.1,0,Malfunction,None,3,22.9,2.2,3,11.99827303,2.867199553,2.048428586,No Action
02-05-2024 17:06,B3,R3,29.1,54.2,35.8,368.9,2,On,None,4,19.9,1.9,3,37.79196359,4.568261709,2.180312413,Monitor Device
26-02-2024 11:37,B2,R6,23.7,68.2,21.2,201.3,3,On,None,4,7,4.9,1,21.24234784,3.852827512,4.418599858,Increase Maintenance
19-06-2024 05:26,B2,R5,19.4,48,7.8,272.1,4,Malfunction,HVAC,5,10.4,4.9,2,8.357574232,4.475828265,5.424102089,No Action
23-05-2024 22:37,B2,R2,23.2,34.9,37.2,155,2,Off,None,1,20.1,5,0,38.11334573,0.90732164,4.935675792,Adjust Temperature
05-07-2024 16:30,B3,R7,21.6,68.4,37.3,413.7,1,On,Electrical,5,6.6,1.5,2,33.6042,5.29528187,1.777171023,Monitor Device
16-04-2024 19:57,B2,R6,26.8,56.1,41.5,80.2,2,Malfunction,Electrical,1,12.9,4.1,1,43.21444727,1.118734875,4.795108931,Monitor Device
08-01-2024 01:03,B2,R3,22.2,38.8,32.4,461.8,3,Off,Plumbing,2,14.2,4.3,0,31.75123012,2.307993336,4.908226424,Adjust Temperature
14-02-2024 08:33,B1,R9,26.6,33.3,5.1,85.2,0,Malfunction,None,2,19.1,4.7,1,4.875788501,1.85182617,4.992246704,Increase Maintenance
12-03-2024 22:06,B3,R9,27.7,54.3,24.7,58.6,0,Malfunction,None,5,6.9,2.1,2,23.6548342,5.215970604,1.709741869,No Action
08-08-2024 17:06,B2,R3,20.1,44.1,13.5,239.7,5,Off,Electrical,5,22.1,2.7,1,14.20720099,5.534873499,3.053050253,Adjust Temperature
02-01-2024 19:56,B1,R2,29.3,39.1,7.8,372.2,0,On,HVAC,3,15.9,1.6,0,7.289646051,2.569126656,1.386329821,Increase Maintenance
15-07-2024 02:20,B1,R2,27.1,48,5.7,113.9,5,Off,HVAC,1,14,2.9,0,5.863228268,0.876614126,3.405763749,Adjust Temperature
01-08-2024 04:50,B2,R5,19.3,37.2,44.7,72.6,1,On,Electrical,5,19.6,4.7,3,45.57776704,4.144325485,3.767423638,Adjust Temperature
05-07-2024 04:37,B1,R6,25.7,61.3,11.6,460.9,3,Off,None,3,6,2.8,1,12.00122547,2.700286561,3.31322104,No Action
25-06-2024 02:09,B1,R10,22.8,53.4,7.1,253.7,3,Malfunction,Electrical,4,19.8,2.2,2,7.462778271,3.444566374,1.928212482,Monitor Device
08-08-2024 02:16,B3,R4,25.7,66.3,45.9,186.3,2,On,HVAC,2,4.3,1.9,0,41.39233127,2.199188491,1.810247858,Adjust Temperature
22-04-2024 14:39,B1,R4,26.7,68.3,19.2,64,1,Off,Electrical,1,16.1,2.6,2,18.46004167,0.929248764,3.094468543,Increase Maintenance
12-01-2024 04:26,B3,R4,18.3,68,25,116.6,2,Off,Plumbing,4,14.8,4.8,3,25.62691008,3.353892556,4.242564371,Increase Maintenance
05-05-2024 13:12,B3,R9,24.5,55,10.7,101,1,On,HVAC,3,8.3,2.8,0,10.85702876,2.925629312,2.314273971,Adjust Temperature
12-01-2024 21:39,B2,R2,18.6,41.1,8,327.4,4,Off,None,0,6.3,1.8,0,8.112993278,0,1.866411069,Adjust Temperature
21-01-2024 14:25,B2,R5,25.1,46.9,22.5,455.6,0,Malfunction,HVAC,4,19.7,2.7,0,23.27583443,3.310537164,2.90577041,Adjust Temperature
09-08-2024 20:54,B1,R4,25.5,53.6,49.5,192.1,3,On,None,0,18.5,2.7,1,44.71167029,0,2.268369876,No Action
24-03-2024 18:31,B3,R6,20.2,49.2,48.4,213.4,5,Malfunction,None,3,14.8,3.5,0,51.59492706,2.876346736,3.899519925,Increase Maintenance
21-06-2024 01:19,B1,R1,25.2,64.6,29.9,439.8,1,On,None,3,22.7,2.9,3,28.60175458,2.906115372,2.786671327,Monitor Device
23-03-2024 16:45,B3,R2,28.1,64.2,23.5,400,3,Off,None,4,20.6,4.5,1,25.41726289,3.850267963,4.805040174,Monitor Device
13-03-2024 00:19,B3,R7,29.1,53.3,19.6,112.1,3,Off,None,3,8.2,3.6,3,19.98262251,2.756337551,4.114801166,Increase Maintenance
19-02-2024 23:11,B1,R3,22.8,60.2,8.4,492.6,4,Malfunction,None,3,2.7,1.6,2,8.831725973,3.294602064,1.609294359,Increase Maintenance
09-07-2024 01:12,B1,R7,21.6,45,7,83.9,2,Malfunction,HVAC,1,7.2,2.3,1,6.88176352,0.987652273,2.652635591,Increase Maintenance
07-04-2024 12:52,B1,R9,26.4,32.4,26.5,359.5,4,Off,Plumbing,5,20.5,4.6,0,28.10174984,5.881537328,4.493759669,Adjust Temperature
02-06-2024 16:28,B1,R4,24.6,52.8,43.5,290.3,1,Off,None,2,5.2,3.1,2,44.19228172,2.352766139,3.148443917,Increase Maintenance
01-08-2024 13:00,B1,R7,22.7,32.3,34.2,161.7,1,On,Electrical,4,12,3.7,2,32.83768081,3.568926781,3.216277058,Increase Maintenance
14-06-2024 23:32,B3,R8,24.6,68.8,6.3,120.1,5,Off,None,2,2.9,3,0,6.007251001,1.821863839,3.511238307,Increase Maintenance
25-03-2024 07:42,B2,R4,22.1,63.4,27.6,95.4,2,On,Plumbing,5,19.2,4.9,0,29.46786173,5.79839123,4.12972912,No Action
30-01-2024 12:30,B3,R2,24.8,54.1,22,289.4,0,Off,Electrical,4,8.7,2.8,3,22.60081405,4.187478555,2.388768529,Adjust Temperature
02-04-2024 19:26,B2,R10,23.7,30.6,23.2,392.4,1,Off,Plumbing,2,16.3,1.1,0,23.65011298,2.075974534,1.242355403,Adjust Temperature
13-08-2024 07:35,B1,R10,19.9,64.7,38.6,167,0,On,None,5,18.4,2.4,3,40.77962069,5.499385452,2.738647406,Increase Maintenance
28-02-2024 15:04,B1,R7,22.8,41.7,35.4,388.5,1,Malfunction,Electrical,5,23.6,4.7,1,31.96161408,5.692092399,5.275950849,Adjust Temperature
29-05-2024 11:15,B2,R4,26.5,46.5,29.6,241.2,3,Off,Electrical,5,9.2,4.1,2,30.2473547,4.958961141,4.269443285,No Action
05-03-2024 11:59,B1,R1,23.8,41.6,38.2,110.4,5,Off,Plumbing,2,1.8,3.7,0,34.89620019,2.336697529,3.005608461,Monitor Device
13-03-2024 15:18,B1,R10,23.7,60.5,6.3,488.4,4,Malfunction,None,3,9.9,4.3,0,6.310623496,2.420948788,3.464407335,Increase Maintenance
23-03-2024 02:31,B2,R5,27.7,31.7,37.5,144.2,1,Malfunction,HVAC,1,17.1,2,0,37.04535221,1.113690767,1.76629645,Increase Maintenance
16-04-2024 03:46,B1,R1,19,45.6,23.1,319.1,0,Malfunction,None,3,8,1.4,0,24.44272932,3.135024152,1.226615199,No Action
05-02-2024 08:16,B2,R1,23,34.6,16.8,298.3,5,On,Electrical,2,23.7,3.2,0,17.81880919,1.705077011,3.803184084,Monitor Device
06-02-2024 14:25,B3,R9,24.4,48,9,106.4,0,Malfunction,Electrical,1,4.9,3.2,2,9.06951966,0.990193541,2.721852374,Increase Maintenance
23-01-2024 21:36,B3,R9,25.5,47.6,24.1,389.4,5,Off,None,3,14.1,4.5,1,21.93864721,2.786714632,3.60121048,No Action
24-01-2024 13:33,B3,R4,20.5,43,47.7,490.5,1,On,None,1,2.5,3.7,2,50.69117965,0.872838668,3.231806172,No Action
11-04-2024 20:18,B1,R6,26.6,61.2,20.3,130.1,3,On,HVAC,0,14.2,3.9,0,22.01063061,0,3.679371091,Adjust Temperature
13-05-2024 19:10,B3,R10,21.6,55.5,30.6,344.2,4,On,HVAC,0,12.5,3,3,32.48127798,0,3.097288207,Monitor Device
03-05-2024 07:37,B1,R4,29.9,49.3,8.9,128.5,5,Malfunction,Electrical,2,2.9,1.3,2,8.718507154,1.818126478,1.164877086,Increase Maintenance
31-01-2024 14:05,B1,R3,26.6,67.2,28.3,399,3,On,None,1,11.7,4.4,0,31.01953223,0.975679604,5.139377107,Adjust Temperature
02-07-2024 23:08,B1,R10,25.1,55.8,21.9,494.1,4,On,None,4,9.7,2.8,0,21.19928762,4.471164142,2.827718278,No Action
24-01-2024 00:00,B3,R7,18.9,40.4,20.1,152.4,3,Off,None,2,20.9,1.5,0,19.32606729,2.312820162,1.649545954,Increase Maintenance
10-04-2024 20:09,B3,R7,22.1,42.6,38.2,202.1,1,Malfunction,HVAC,2,3,4.6,0,41.28476127,1.75891317,4.696557333,Adjust Temperature
26-02-2024 02:37,B3,R5,27.2,38,33.4,263.4,4,Off,None,3,20.3,4.6,3,36.29977936,2.416300208,4.677167096,Monitor Device
14-01-2024 03:51,B2,R6,28.9,31.3,18,434.5,5,Malfunction,HVAC,1,16.3,1.9,2,19.25626036,1.13626908,1.665066018,No Action
04-02-2024 11:34,B1,R5,21.3,48.9,17.2,162.8,1,Malfunction,Plumbing,3,6.3,2.3,1,16.41479339,3.238960387,1.853971077,Monitor Device
26-03-2024 12:25,B1,R9,27.5,42.4,16.9,298.7,1,Malfunction,Plumbing,3,13.8,4.3,1,15.43828134,3.075052547,4.527106002,Adjust Temperature
24-07-2024 06:58,B1,R7,18.3,34.5,43.7,170.2,1,Malfunction,Electrical,0,20,4.6,0,43.65741831,0,3.954551878,No Action
15-02-2024 13:37,B3,R5,16.7,57.9,9.5,466.5,4,Malfunction,None,5,8.5,1.4,2,9.876447453,5.614337945,1.534326172,No Action
20-04-2024 20:29,B3,R6,21,54,46.5,413.9,5,Off,HVAC,5,18,4.1,0,44.25374203,4.741438952,4.185804558,Increase Maintenance
25-07-2024 15:43,B1,R6,23.5,43.7,9.9,154.8,2,Off,None,5,11.1,3.7,2,9.146731558,4.753174241,4.149583939,No Action
12-05-2024 01:28,B1,R2,28.3,66.1,49.3,154.2,2,Malfunction,HVAC,4,2.3,1.1,2,49.03634527,4.496962933,1.026605044,Monitor Device
01-03-2024 12:23,B1,R9,24.9,44.3,23,289.9,1,Off,Plumbing,2,2.6,3.5,2,22.07587793,2.142449843,2.824759879,No Action
21-03-2024 05:41,B3,R2,28.1,51.8,18.9,65.2,1,Malfunction,None,4,19.8,2.9,3,19.63621774,4.340708763,3.11243656,Increase Maintenance
09-02-2024 05:26,B1,R5,24.8,57.7,32.4,395.3,0,Malfunction,None,2,3.9,1,1,31.88888278,2.003898595,1.046852957,Monitor Device
15-04-2024 16:10,B1,R3,23.8,69.2,49.8,271.6,3,On,HVAC,2,11.8,3,0,50.26377395,2.015879067,2.722770606,Monitor Device
06-07-2024 05:11,B3,R7,26,66.6,38.2,341.3,2,Malfunction,None,2,18,3,0,38.64296045,2.219924059,2.894409814,Monitor Device
17-04-2024 16:08,B1,R8,20.6,69.5,6.9,323.6,5,Off,Electrical,2,23.6,3.1,0,6.81463002,2.160443465,3.29890812,Adjust Temperature
10-02-2024 17:46,B2,R8,25.6,38.8,17.8,52.3,0,On,Electrical,4,10.8,4.9,3,17.09372477,3.775801723,4.637496475,Increase Maintenance
28-03-2024 04:23,B3,R3,25.6,66,15.1,334.5,0,Off,Plumbing,5,6.6,3.9,1,16.31502756,4.159889066,4.679038801,Increase Maintenance
22-02-2024 06:47,B3,R4,22.7,66.9,43.1,56.8,1,On,Electrical,5,21,2.5,2,40.72231428,4.808619709,2.670894992,Monitor Device
31-05-2024 00:35,B3,R10,30.4,43.1,35.5,361.2,5,On,HVAC,4,1.5,3,1,36.92463543,4.798299665,3.354004754,Adjust Temperature
21-05-2024 05:06,B2,R2,27.4,57.6,9.4,69.9,3,On,Plumbing,3,9,1.3,0,8.61732706,2.542371227,1.2296716,Adjust Temperature
29-01-2024 20:35,B3,R1,24.6,41.8,22,191.6,2,On,HVAC,3,23.9,2.4,2,24.16771323,2.53943955,2.118827045,Increase Maintenance
24-06-2024 05:05,B1,R4,26.5,41.5,6.1,175.8,0,On,Plumbing,3,8.1,2.6,2,6.388216434,3.479440968,2.479416811,Monitor Device
03-02-2024 20:58,B2,R8,20.9,39.9,14.2,151.5,3,On,Plumbing,5,4.6,3.4,1,14.76921286,4.233182514,3.675982265,Monitor Device
11-01-2024 23:52,B3,R5,26.7,39.5,33.7,402.3,4,Malfunction,None,5,20.9,1.8,1,30.71135391,5.663341313,1.975380495,Monitor Device
18-01-2024 09:29,B2,R8,25.4,42,47.8,457.6,1,Off,HVAC,2,2.8,3,1,47.68768823,2.270660769,3.043389529,Adjust Temperature
07-06-2024 17:02,B1,R8,16.3,54.1,22.2,87.6,2,On,None,1,19.1,1.3,3,20.08252263,0.898552408,1.275895835,Increase Maintenance
17-01-2024 21:15,B3,R8,24.5,38.4,18.4,177.3,3,On,Electrical,4,2.4,1.4,2,17.55006495,4.583025402,1.490528065,Adjust Temperature
23-01-2024 20:30,B2,R8,27.8,65.1,14.2,321.9,2,Malfunction,Plumbing,3,6.5,3.6,0,13.69052448,2.96580829,3.127708248,Adjust Temperature
07-07-2024 05:19,B2,R9,23,62.4,47.3,175.1,4,Off,Electrical,5,2.5,1.1,2,45.42742315,4.441711585,1.249039585,No Action
28-05-2024 10:51,B3,R4,23,61.7,34.9,149.4,5,Off,HVAC,1,17.5,1.4,3,38.30000867,1.131785039,1.357470355,No Action
19-02-2024 22:59,B1,R9,26.4,62.5,46.9,83.4,0,Off,Electrical,3,12,3.6,1,46.04532249,2.693473057,3.868938954,Adjust Temperature
08-03-2024 00:00,B3,R4,27.9,44.2,27.7,160.9,2,On,None,0,9.6,2.9,3,28.01033389,0,2.459036596,Adjust Temperature
06-04-2024 11:29,B3,R8,29.6,57.6,15.8,496.5,1,Off,None,0,23.2,3.8,1,16.92203079,0,4.34902026,Increase Maintenance
30-07-2024 09:27,B2,R5,18.5,54.4,24.3,172.7,1,Off,Electrical,1,6,3.8,1,25.71126931,0.998156217,3.433411138,Adjust Temperature
25-05-2024 02:33,B3,R9,25.2,44.4,30,405.9,2,Malfunction,Plumbing,3,16,3.1,0,29.70396563,3.536907225,3.514860599,Adjust Temperature
14-02-2024 13:09,B3,R4,21.4,39.4,19.3,197.4,0,Off,HVAC,2,15.4,2.3,0,19.28005628,1.830648569,2.377765972,Monitor Device
27-06-2024 06:44,B2,R4,23.3,46,19.7,372.4,4,Off,Plumbing,4,6.2,2,0,19.55227675,3.725197061,2.322200037,Increase Maintenance
13-04-2024 14:44,B3,R8,22.6,38.9,40.6,329,2,Malfunction,HVAC,5,18.3,4,1,44.23709486,4.592623998,4.089615044,Monitor Device
06-03-2024 16:07,B2,R3,20.9,30.8,20.5,462,1,On,Electrical,3,11,4.4,0,21.56182835,3.525739907,4.112487279,Increase Maintenance
29-06-2024 10:34,B3,R6,25.4,64.7,48.8,239.1,2,Malfunction,Plumbing,5,1.7,4.8,1,48.37637479,4.621841233,5.313164554,Increase Maintenance
01-02-2024 10:44,B2,R10,27.7,49.3,30.8,232.7,3,On,Plumbing,5,4.2,4.7,2,28.07179569,5.625825381,5.120705509,Adjust Temperature
23-04-2024 04:43,B1,R6,23.8,63.3,15.8,357.3,5,Off,HVAC,0,22.7,4.9,3,15.10838704,0,4.369375721,Increase Maintenance
20-02-2024 07:17,B1,R6,23.3,44,24.2,272.9,0,Off,None,4,2.6,4.7,3,22.64183335,3.306082117,5.232342388,Increase Maintenance
20-01-2024 19:04,B1,R1,25.2,68.3,23.9,346.2,4,Off,None,3,18.9,1.6,2,26.04107559,2.782445867,1.51584736,Monitor Device
05-05-2024 06:57,B2,R3,22.1,65,39.3,160.7,0,Malfunction,HVAC,3,6.3,3.3,1,37.2585422,2.50659488,3.205384812,No Action
07-01-2024 15:11,B1,R5,31,56.3,7.4,264.9,5,On,None,3,7.4,5,1,7.309877967,2.400710564,5.471787656,Increase Maintenance
04-05-2024 23:53,B2,R2,25.5,35.4,44,465,2,Malfunction,None,5,21.7,2.3,0,40.16554635,4.378939238,2.712156486,Increase Maintenance
02-05-2024 03:40,B2,R4,21.2,33.8,33.2,367.3,4,On,None,5,11.6,2.4,2,36.12431478,5.080124447,2.217799131,No Action
20-05-2024 15:01,B1,R1,22.6,60.7,34.2,280.2,5,Malfunction,None,4,12.9,3.3,3,37.4490029,3.935483664,3.098766248,Adjust Temperature
19-03-2024 16:14,B1,R3,23.9,64.7,13,419.8,0,Malfunction,None,2,6.8,2.7,2,13.20319935,1.797224485,2.34995711,Adjust Temperature
05-07-2024 01:59,B2,R1,18.3,59,43.8,321,5,Off,None,1,2.2,4.8,3,41.15274601,1.12031585,4.412881885,Adjust Temperature
04-02-2024 16:51,B3,R1,27.5,41.3,47,320.8,1,On,Plumbing,4,18.8,3.9,3,46.28482317,3.613083207,3.354722556,Monitor Device
02-02-2024 20:55,B1,R2,26.9,32.8,12.8,192.4,1,On,HVAC,4,6.5,3.3,3,12.63508714,3.298873695,3.704083008,Increase Maintenance
